ID,Name,DOB,Gender,Occupation,Arrest_Count
981,Umang Shankar,2005-05-10,Male,Cook,0
982,Zaid Agrawal,1996-08-21,Male,Mechanic,0
983,Upma Subramanian,1995-02-20,Female,Student,0
984,Gabriel Dave,1967-08-05,Male,Mechanic,0
985,Oeshi Thaman,1986-09-21,Female,Painter,0
986,Jeet Mahal,1987-08-16,Male,Painter,0
987,Manan Sethi,1969-08-15,Male,Shopkeeper,7
988,Samuel Vala,1980-11-20,Male,Driver,6
989,Ikbal Iyer,1974-10-26,Male,Unknown,1
990,Orinder Deo,2004-10-13,Male,Electrician,1
991,Zayan Naidu,1968-05-26,Male,Mason,0
992,Wriddhish Sahni,2006-06-06,Male,Driver,0
993,Siddharth Arya,1996-02-13,Male,Driver,0
994,Advik Raj,1970-06-09,Male,Business,1
995,Ayaan Iyengar,1978-09-18,Male,Electrician,0
996,Luke Krishna,1970-07-06,Male,Tailor,1
997,Manbir Jani,1997-05-16,Male,Tailor,0
998,Praneel Sethi,1967-07-10,Male,Vendor,0
999,Robert Khanna,1995-04-26,Male,Tailor,2
1000,Arjun Raj,1986-12-02,Male,Mason,0
1001,Naksh Bhagat,1961-06-06,Male,Vendor,0
1002,Harrison Savant,1975-11-24,Male,Auto Driver,1
1003,Guneet Hari,1980-07-25,Male,Student,0
1004,Hema Borde,1973-04-09,Female,Tailor,0
1005,Darpan Purohit,1963-04-24,Male,Driver,0
1006,Liam Lalla,1969-05-25,Male,Security Guard,1
1007,Joshua Ahluwalia,1983-01-16,Male,Auto Driver,11
1008,Faras Baral,1971-01-03,Male,Mechanic,1
1009,Atharv Mitra,1993-12-05,Male,Business,0
1010,Balhaar Nadkarni,1996-04-19,Male,Vendor,1
1011,George Verma,1965-03-09,Male,Private Employee,0
1012,Sarthak Yadav,1987-12-31,Male,Painter,1
1013,Owen Kant,1975-01-24,Male,Private Employee,1
1014,Noah Patel,1980-07-10,Male,Business,0
1015,Wazir Andra,1968-05-09,Male,Driver,0
1016,Vansha Khosla,2004-04-02,Female,Mechanic,0
1017,Anmol Nagi,1986-07-02,Male,Labourer,0
1018,Sanya Kunda,1997-04-23,Female,Unknown,0
1019,Amaira Varughese,1986-01-23,Female,Tailor,1
1020,Yagnesh Bassi,1980-09-19,Male,Shopkeeper,0
1021,Oeshi Varkey,1966-02-24,Female,Unknown,1
1022,Fiyaz Yogi,1996-10-30,Male,Cook,1
1023,Bachittar Kade,2006-03-01,Male,Labourer,0
1024,Simon Chawla,1974-07-15,Male,Shopkeeper,0
1025,Balendra Dube,1962-03-01,Male,Unknown,0
1026,Noah Barad,1966-07-03,Male,Security Guard,0
1027,Avi Gokhale,1977-09-09,Male,Security Guard,1
1028,Ishaan Kuruvilla,1988-04-14,Male,Unemployed,1
1029,Umang Ravel,1990-01-05,Male,Electrician,0
1030,Anay Ramachandran,2006-05-13,Other,Private Employee,10
1031,Aarush Bhatnagar,2000-05-25,Male,Daily Wage Worker,1
1032,Balhaar Parmar,1994-10-07,Male,Unknown,1
1033,Maanav Mitra,2001-10-28,Male,Driver,1
1034,Megha Sarma,1986-07-03,Female,Auto Driver,1
1035,Amruta Som,1971-03-09,Female,Vendor,1
1036,Ekanta Raman,1997-09-07,Female,Labourer,0
1037,Ekbal Misra,2006-08-21,Male,Auto Driver,12
1038,Abdul Dhaliwal,1968-12-07,Male,Shopkeeper,1
1039,Aarnav Ramesh,1997-02-05,Male,Farmer,1
1040,Niharika Kade,1983-12-12,Female,Farmer,1
1041,Samuel Vala,1970-03-29,Male,Unknown,1
1042,George Kant,2002-07-11,Male,Unemployed,11
1043,Gunbir Contractor,1972-11-20,Male,Cook,11
1044,Vihaan Bora,1980-04-29,Male,Student,0
1045,Jeremiah Chaudhari,1973-12-24,Male,Mason,0
1046,Oni Parikh,1969-04-09,Female,Business,0
1047,Chandresh Mane,2002-09-15,Male,Security Guard,0
1048,Gunbir Nadkarni,1993-08-11,Male,Painter,0
1049,Nitesh Mohan,2007-09-26,Male,Cook,1
1050,Rajata Mutti,1989-09-10,Female,Unknown,8
1051,Aarnav Munshi,1977-04-19,Male,Farmer,10
1052,Urmi Malhotra,1985-01-04,Female,Cook,0
1053,Noah Srinivasan,1992-01-17,Male,Student,0
1054,Rachita Mody,1993-09-07,Female,Tailor,0
1055,Gagan Bumb,1979-08-23,Male,Shopkeeper,0
1056,Indira Lall,2003-03-10,Female,Painter,1
1057,Bishakha Bahl,1995-01-22,Female,Cook,1
1058,Samaksh Kala,1963-01-16,Male,Mason,0
1059,Warinder Dixit,1985-06-10,Male,Daily Wage Worker,0
1060,Jasmit Mannan,1969-08-28,Female,Driver,1
1061,Zashil Uppal,1966-09-16,Male,Labourer,0
1062,Qabil Thakkar,1961-04-08,Male,Farmer,1
1063,Fitan Varkey,1970-02-05,Male,Private Employee,0
1064,Fariq Gola,1999-02-01,Male,Unknown,1
1065,Wyatt Parmer,1963-04-19,Male,Daily Wage Worker,1
1066,Yagnesh Kata,1964-10-28,Male,Painter,1
1067,Qasim Kaur,1963-06-18,Male,Tailor,1
1068,Zarna Patel,1986-12-16,Other,Unknown,1
1069,Utkarsh Batra,1963-04-06,Male,Farmer,1
1070,Charan Verma,2003-08-30,Male,Student,10
1071,Karan Ghosh,1986-03-06,Male,Private Employee,0
1072,Qadim Brahmbhatt,1995-09-15,Male,Labourer,0
1073,Raghav Kapoor,1995-09-08,Male,Painter,6
1074,Patrick Pai,1993-09-05,Male,Driver,1
1075,Aarini Thaker,1970-01-02,Female,Mason,1
1076,Fitan Karpe,1965-10-17,Male,Unemployed,0
1077,Hitesh Doctor,1973-04-07,Male,Electrician,12
1078,Radhika Dani,2005-07-14,Female,Cook,0
1079,Sarthak Narayanan,1968-04-05,Male,Cook,0
1080,Wriddhish Srinivas,1974-11-20,Male,Unemployed,0
1081,Tripti Bains,1977-02-16,Female,Driver,1
1082,Devansh Dyal,1969-09-18,Male,Mason,0
1083,Ethan Bhalla,1971-11-13,Male,Driver,1
1084,Gautam Varughese,1988-02-20,Male,Tailor,1
1085,Lucky Chada,1975-04-15,Male,Daily Wage Worker,0
1086,Warinder Subramaniam,1972-02-26,Male,Mason,1
1087,Samesh Dhar,2000-03-12,Male,Cook,3
1088,Kevin Ganesh,2007-03-15,Male,Private Employee,1
1089,Vasana Biswas,1976-03-09,Female,Unknown,1
1090,Sanya Deo,1967-12-08,Female,Unknown,0
1091,Harrison Virk,1994-11-13,Male,Electrician,0
1092,Falan Char,1972-08-14,Male,Daily Wage Worker,12
1093,Anirudh Wali,1994-10-19,Male,Auto Driver,0
1094,Charita Subramaniam,2005-06-02,Female,Painter,0
1095,Aadi Sankar,1996-01-27,Male,Daily Wage Worker,0
1096,Qasim Bassi,2008-01-09,Male,Private Employee,4
1097,Ishwar Subramaniam,1986-06-28,Male,Vendor,1
1098,Chandran Sandal,1969-08-28,Male,Mechanic,0
1099,William Kaul,1966-04-02,Male,Auto Driver,0
1100,Samarth Kurian,1973-05-30,Male,Auto Driver,1
1101,Aarush Virk,1968-07-25,Male,Farmer,3
1102,Raghav Jha,2007-05-08,Male,Security Guard,0
1103,Tara Pathak,1967-10-20,Female,Vendor,1
1104,Unni Kulkarni,1978-04-30,Female,Unknown,1
1105,Qadim Majumdar,2006-11-11,Male,Cook,0
1106,Harsh Sachdev,1998-02-12,Male,Shopkeeper,8
1107,Gaurav Prabhakar,1998-08-05,Male,Tailor,7
1108,Jonathan Mohanty,1999-11-09,Male,Student,0
1109,Rushil Devi,2005-05-30,Male,Electrician,0
1110,Ishwar Sekhon,2008-02-19,Male,Mechanic,0
1111,Chandresh Kala,1995-02-20,Male,Daily Wage Worker,1
1112,Omkaar Ben,1971-06-27,Male,Security Guard,1
1113,Aarnav Chand,1970-06-09,Male,Security Guard,1
1114,Teerth Chakrabarti,1964-11-27,Male,Vendor,1
1115,Indrajit Prabhakar,1965-12-29,Male,Student,0
1116,Sanaya Rattan,2002-04-30,Female,Daily Wage Worker,1
1117,Barkha Gill,2004-02-13,Female,Mechanic,4
1118,Theodore Anne,1974-04-10,Male,Labourer,1
1119,Gunbir Bandi,2001-05-06,Male,Cook,1
1120,Frado Banik,1985-01-10,Male,Business,0
1121,Aadi Dugar,1966-06-16,Male,Student,6
1122,Ryan Pandit,2006-02-12,Male,Farmer,1
1123,Samaksh Iyer,1995-10-12,Male,Vendor,1
1124,Bakhshi Chana,1997-12-12,Male,Painter,12
1125,Priya Palan,1979-05-13,Female,Mechanic,0
1126,Indali Sha,1988-01-14,Female,Business,1
1127,Kalpit Gill,1988-04-02,Male,Electrician,1
1128,Balhaar Thakur,1980-07-27,Male,Electrician,0
1129,Devika Varghese,1978-01-31,Female,Private Employee,1
1130,Vaishnavi Purohit,1998-11-14,Female,Driver,7
1131,Jairaj Nori,1991-10-09,Male,Private Employee,1
1132,Akshay Subramaniam,1968-06-16,Male,Mason,1
1133,Bahadurjit Raja,2003-09-01,Male,Vendor,1
1134,Ishwar Mutti,1988-08-11,Male,Student,0
1135,Aayush Lall,1977-06-10,Male,Daily Wage Worker,0
1136,Chakradhar Rastogi,2006-05-23,Male,Mason,3
1137,Bishakha Gokhale,1992-12-22,Female,Security Guard,0
1138,Peter Kamdar,1999-08-03,Male,Cook,0
1139,Gavin Gupta,1994-07-03,Male,Shopkeeper,8
1140,Jacob Khurana,1978-08-10,Male,Auto Driver,1
1141,Ishwar Jain,1977-07-16,Male,Shopkeeper,0
1142,Faras Chhabra,1968-09-14,Male,Vendor,1
1143,Xiti Ahuja,1997-05-24,Female,Electrician,1
1144,Wridesh Prabhu,2002-10-13,Male,Shopkeeper,0
1145,Yatin Maharaj,1993-12-12,Male,Electrician,1
1146,Logan Rao,1975-08-30,Male,Tailor,1
1147,Avi Vora,1989-05-06,Male,Auto Driver,1
1148,Amol Thakkar,1984-03-06,Male,Painter,1
1149,Gagan Shankar,1968-09-26,Male,Cook,0
1150,Nakul Anand,1961-05-08,Male,Security Guard,1
1151,Sachi Chaudhuri,1982-09-10,Female,Security Guard,1
1152,Kai Grover,1997-11-16,Male,Auto Driver,1
1153,Jagat Luthra,1992-08-15,Male,Tailor,0
1154,Qadim Gour,1994-06-27,Male,Mason,0
1155,Henry Saini,2008-03-25,Male,Painter,1
1156,Qabil Rattan,1979-07-30,Male,Tailor,1
1157,Gautam Deep,1999-09-26,Male,Driver,1
1158,Chandresh Madan,1976-08-04,Male,Electrician,1
1159,Rayaan Hayre,1970-06-21,Male,Security Guard,0
1160,Warjas Andra,1972-07-25,Male,Tailor,3
1161,Zaid Desai,2003-06-18,Male,Shopkeeper,0
1162,Yagnesh Mital,1977-08-16,Male,Shopkeeper,5
1163,Rushil Chaudhary,2007-07-16,Male,Business,1
1164,Darpan Kale,1977-11-07,Other,Electrician,0
1165,Chanakya Sengupta,1983-04-27,Male,Shopkeeper,8
1166,Pranit Parsa,1998-09-05,Male,Security Guard,1
1167,Pooja Bahri,1988-07-26,Female,Labourer,5
1168,Parth Issac,1999-10-20,Male,Electrician,0
1169,Lucky Pant,1982-09-02,Male,Farmer,0
1170,Udant Brar,1986-06-24,Male,Business,0
1171,Vincent Dhillon,1971-12-14,Male,Unemployed,0
1172,Shivansh Ravel,1965-05-27,Male,Business,0
1173,Gaurika Oza,1976-01-29,Female,Mechanic,0
1174,Nathan Manne,1978-10-01,Male,Private Employee,6
1175,Krishna Saxena,1985-04-05,Male,Mason,0
1176,Triveni Ganesh,1973-01-22,Female,Unknown,1
1177,Dev Keer,2005-08-06,Male,Shopkeeper,0
1178,Balveer Kade,1971-11-27,Male,Security Guard,11
1179,Charan Chandran,1964-11-20,Male,Unemployed,12
1180,Avi Bal,1987-07-25,Male,Tailor,0
1181,Charles Lala,2002-08-11,Male,Private Employee,1
1182,Chaman Ramakrishnan,1981-08-07,Female,Electrician,0
1183,Jatin Mander,1990-09-14,Male,Vendor,1
1184,Ekaja Vyas,1972-02-27,Female,Security Guard,1
1185,Anay Parikh,1982-09-04,Male,Security Guard,0
1186,Vivaan Zachariah,1979-01-31,Male,Private Employee,1
1187,Ekanta Zacharia,1972-08-05,Female,Tailor,0
1188,Teerth Viswanathan,2004-01-31,Male,Daily Wage Worker,1
1189,Oscar Subramaniam,1997-04-09,Male,Cook,0
1190,Chanchal Sathe,1981-07-01,Female,Vendor,0
1191,Samuel Lad,1971-02-22,Male,Driver,1
1192,Abdul Acharya,1996-02-28,Male,Security Guard,0
1193,Orinder Mangat,1992-06-22,Male,Private Employee,1
1194,Yatan Sood,1980-12-07,Male,Cook,0
1195,Upasna Master,2001-03-04,Female,Shopkeeper,0
1196,Aarush Prakash,1973-05-18,Male,Security Guard,0
1197,Tejas Rana,1977-07-21,Male,Mason,1
1198,Robert Radhakrishnan,1975-07-23,Male,Auto Driver,0
1199,Balveer Sami,2003-02-06,Male,Mechanic,0
1200,Laban Mane,2004-09-03,Male,Unemployed,1
1201,Triveni Guha,1965-03-16,Female,Unemployed,1
1202,Ekansh Mann,1968-01-21,Male,Driver,0
1203,Varsha Magar,2008-03-19,Female,Cook,5
1204,Girindra Nagi,1961-11-13,Male,Mechanic,0
1205,Aryan Warrior,1962-01-20,Male,Student,1
1206,Charan Manda,1978-11-12,Male,Unknown,1
1207,Theodore Anand,1976-05-22,Male,Painter,0
1208,Faqid Aurora,1994-02-18,Male,Tailor,1
1209,Onveer Salvi,1981-10-01,Male,Tailor,1
1210,Ria Sheth,2007-12-22,Female,Private Employee,1
1211,Oni Buch,1970-06-28,Female,Painter,1
1212,Lila Ramanathan,1965-05-28,Female,Private Employee,0
1213,Gautam Handa,1977-07-25,Male,Tailor,1
1214,Abeer Dara,1977-06-27,Male,Electrician,1
1215,Timothy Kota,1962-10-29,Male,Unemployed,0
1216,Victor Chandra,1996-01-04,Male,Business,5
1217,Warjas Ramachandran,2006-12-02,Male,Private Employee,6
1218,Ojasvi Dutt,2003-05-12,Female,Cook,0
1219,Darsh Kulkarni,1993-04-18,Male,Electrician,0
1220,Hardik Patel,1964-02-03,Male,Unknown,1
1221,Dayita Keer,2003-08-14,Female,Driver,0
1222,Nicholas Aurora,1971-12-08,Male,Private Employee,0
1223,Darpan Randhawa,1977-02-02,Male,Unknown,0
1224,Ansh Soman,2007-05-24,Male,Business,11
1225,Quincy Chakraborty,1977-06-22,Male,Unemployed,1
1226,Zaid Chand,2007-03-24,Male,Painter,0
1227,Bhanumati Bhasin,1984-09-27,Female,Auto Driver,0
1228,Chatresh Dass,1993-09-29,Male,Mason,10
1229,Nathan Palan,1990-05-27,Male,Tailor,1
1230,Advaith Purohit,1984-12-02,Male,Auto Driver,1
1231,Ladli Baral,1993-07-28,Female,Unknown,0
1232,Manan Suri,1973-06-17,Male,Mason,7
1233,Owen Naik,1992-06-03,Male,Unknown,1
1234,Faris Biswas,1996-09-09,Male,Mason,0
1235,Umang Merchant,1978-06-20,Male,Security Guard,1
1236,Utkarsh Acharya,2003-12-19,Male,Unknown,0
1237,George Bahl,2002-09-20,Male,Daily Wage Worker,1
1238,Jagdish Nagi,1964-11-09,Male,Unknown,12
1239,Girish Viswanathan,2007-01-15,Male,Vendor,1
1240,Faraj Mandal,1982-07-02,Male,Labourer,0
1241,Ekanta Choudhry,1967-02-05,Other,Electrician,1
1242,Anthony Dayal,1972-09-14,Male,Auto Driver,1
1243,Harrison Chhabra,1993-07-29,Male,Driver,2
1244,Chandran Balay,1999-05-28,Male,Shopkeeper,1
1245,Yash Vora,2003-01-03,Male,Farmer,1
1246,Aryan Peri,1975-07-27,Male,Mechanic,0
1247,Abeer Joshi,2005-03-03,Male,Cook,1
1248,Balveer Sidhu,2004-01-10,Male,Shopkeeper,0
1249,Pranit Sagar,1985-08-30,Male,Cook,4
1250,Kiaan Wadhwa,1963-04-25,Male,Mechanic,1
1251,Max Brahmbhatt,1975-03-29,Male,Labourer,12
1252,Chandresh Kashyap,1996-09-22,Male,Vendor,0
1253,Girish Hans,1996-05-09,Male,Mason,1
1254,Gaurav Sagar,1967-09-23,Male,Farmer,1
1255,Vasudha Sane,1967-08-19,Female,Tailor,5
1256,Gautam Ratti,1994-11-22,Male,Electrician,0
1257,Farhan Walla,2001-05-15,Male,Cook,1
1258,Patrick Murty,1997-12-24,Male,Student,12
1259,Quincy Sachar,2003-08-22,Male,Business,1
1260,Ojasvi Khosla,1998-11-14,Female,Daily Wage Worker,0
1261,Riya Kumar,1985-01-17,Female,Daily Wage Worker,1
1262,Vanya Ranganathan,1960-07-23,Female,Shopkeeper,8
1263,Lucky Babu,1995-10-09,Male,Auto Driver,0
1264,Matthew Ahuja,1980-12-25,Male,Business,1
1265,Hredhaan Murty,1962-01-09,Male,Shopkeeper,0
1266,Faras Chandra,1963-02-11,Male,Mechanic,1
1267,Pranav Dugal,1969-12-19,Male,Cook,1
1268,Jeevika Krish,1976-05-27,Other,Shopkeeper,0
1269,Mason Chanda,1999-05-15,Male,Tailor,0
1270,Ikbal Brahmbhatt,1982-08-23,Male,Shopkeeper,1
1271,Harini Sura,2007-06-22,Female,Painter,1
1272,Mason Barad,1999-10-06,Male,Daily Wage Worker,0
1273,Balveer Bhalla,1983-04-21,Male,Student,11
1274,Teerth Saha,1968-10-01,Male,Unknown,0
1275,Abdul Raja,1964-03-25,Male,Labourer,1
1276,Ansh Nagar,1997-04-16,Male,Security Guard,1
1277,Nihal Thakkar,2008-01-12,Male,Mason,0
1278,Faraj Bedi,2006-05-22,Male,Auto Driver,2
1279,Vansha Thaman,1966-09-05,Female,Painter,0
1280,Tarak Mann,1987-05-19,Male,Driver,1
1281,Ekaja Nayar,1966-03-01,Female,Security Guard,1
1282,Arya Rastogi,1978-05-31,Female,Painter,0
1283,Ryan Thaker,1990-02-11,Male,Mason,1
1284,Ekansh Srivastava,1998-08-10,Male,Unknown,0
1285,Yagnesh Rana,2004-12-06,Male,Electrician,0
1286,Zaitra Koshy,1977-01-13,Female,Auto Driver,1
1287,Amaira Sani,1982-07-22,Other,Unemployed,0
1288,Daksh Sachdev,1989-05-15,Male,Electrician,1
1289,Owen Halder,1982-05-16,Male,Business,1
1290,Advik Mody,1972-01-24,Male,Unemployed,0
1291,Timothy Dhingra,1990-07-09,Male,Electrician,10
1292,Jackson Iyengar,2007-03-09,Male,Unknown,0
1293,Faras Chada,1968-03-12,Male,Private Employee,0
1294,Jairaj Divan,1980-02-15,Male,Mechanic,0
1295,Onveer Choudhry,1981-04-23,Male,Student,0
1296,Warinder Bajaj,1983-02-17,Male,Electrician,0
1297,Hitesh Jani,1997-09-24,Male,Mason,0
1298,Wyatt Dhaliwal,2007-11-06,Male,Mason,4
1299,Riya Vyas,1963-07-04,Female,Unknown,0
1300,Frederick Bhasin,1979-11-16,Male,Shopkeeper,0
1301,Krishna Bera,1992-03-09,Male,Business,1
1302,Bahadurjit Rama,2005-06-26,Male,Student,4
1303,Radha Chokshi,1961-11-05,Female,Labourer,1
1304,Reyansh Kashyap,1986-06-15,Male,Security Guard,0
1305,Nakul Sundaram,2001-03-07,Male,Security Guard,1
1306,Girik Issac,1994-08-13,Male,Electrician,11
1307,Advay Baral,1977-05-19,Male,Tailor,0
1308,Ojas Suri,1987-04-27,Male,Shopkeeper,7
1309,Aditya Palan,2007-02-11,Male,Unemployed,1
1310,Peter Mittal,1976-08-14,Male,Driver,8
1311,David Kurian,1986-11-23,Other,Student,0
1312,Meera Kar,1970-11-14,Female,Unknown,0
1313,Ronith Devan,1966-07-10,Male,Business,1
1314,Yoshita Karan,1988-12-11,Female,Painter,0
1315,Faraj Sandhu,1981-10-21,Male,Shopkeeper,6
1316,Udarsh Deep,1974-08-13,Male,Painter,0
1317,Harrison Devi,1981-07-29,Male,Farmer,0
1318,Tanveer Dhillon,2005-03-15,Male,Business,1
1319,Nathan Bir,1998-06-22,Male,Unknown,1
1320,Hiral Nadkarni,1970-06-13,Female,Unknown,1
1321,Nathaniel Sachdev,1988-07-13,Male,Student,0
1322,Timothy Mahal,1970-11-20,Male,Mechanic,2
1323,Chatresh Deep,1973-02-12,Male,Farmer,0
1324,Kiaan Kashyap,2001-02-16,Male,Painter,1
1325,Jack Bal,1984-12-29,Male,Mechanic,5
1326,William Desai,1994-09-24,Male,Daily Wage Worker,1
1327,Rachit Gour,1986-11-30,Male,Tailor,0
1328,Warjas Devan,1971-09-10,Male,Private Employee,0
1329,Jeevika Bali,1988-05-08,Female,Mechanic,1
1330,Lopa Sachar,1975-09-10,Female,Security Guard,0
1331,Harsh Bhatti,1972-08-06,Male,Security Guard,1
1332,Wishi Nair,1991-09-07,Female,Tailor,1
1333,Tanay Ravel,1963-05-24,Male,Painter,0
1334,Nirja Ramesh,2002-02-28,Female,Business,1
1335,Chatura Seth,1991-08-22,Male,Labourer,1
1336,Jason Venkataraman,1997-02-23,Male,Vendor,4
1337,Anmol Ram,1995-09-02,Male,Labourer,1
1338,Girish Manne,1990-06-17,Male,Student,1
1339,Max Mangal,1991-12-10,Male,Farmer,1
1340,Siddharth Menon,2002-04-09,Male,Private Employee,1
1341,Ekavir Sheth,2004-07-06,Male,Security Guard,1
1342,Chakradev Tella,1968-03-31,Male,Business,1
1343,Ekansh Ramaswamy,1988-09-09,Male,Vendor,0
1344,Varenya Bakshi,1972-09-20,Female,Electrician,1
1345,Isha Sha,1966-09-07,Female,Shopkeeper,1
1346,Neel Gade,1968-12-14,Male,Cook,1
1347,Dakshesh Sengupta,2003-09-11,Male,Farmer,0
1348,Brijesh Viswanathan,1986-09-07,Male,Unemployed,0
1349,Ranbir Rai,1963-07-15,Male,Unemployed,0
1350,Oliver Doctor,1971-07-31,Male,Unemployed,12
1351,Gaurav Behl,1989-02-05,Male,Labourer,1
1352,Mohammed Sehgal,1980-03-13,Male,Mechanic,0
1353,Daniel Deep,1974-05-08,Male,Tailor,1
1354,Jonathan Arora,1991-10-04,Male,Daily Wage Worker,6
1355,Zaid Ahluwalia,2001-12-02,Male,Tailor,0
1356,Jagat Kalla,2000-08-14,Male,Tailor,0
1357,Vasana Rout,1990-08-13,Female,Business,0
1358,Aarush Konda,1997-10-17,Male,Private Employee,0
1359,Hemang Bawa,1973-02-15,Male,Security Guard,0
1360,Ayaan Palla,1963-01-17,Male,Unemployed,8
1361,Amol Misra,1983-01-29,Male,Unknown,1
1362,Aryan Chopra,1988-12-02,Male,Business,0
1363,Faris Mane,2002-02-17,Male,Tailor,9
1364,Vedant Parsa,1962-12-26,Male,Driver,1
1365,Mason Naidu,1985-08-17,Male,Business,1
1366,Bahadurjit Sane,1998-01-03,Male,Auto Driver,11
1367,Madhav Sinha,1969-09-14,Male,Vendor,1
1368,Laksh Narayan,1996-05-30,Male,Private Employee,0
1369,Henry Kadakia,2002-03-13,Male,Farmer,1
1370,Darika Wadhwa,1966-07-07,Female,Business,0
1371,Maanas Sane,2001-12-23,Male,Mason,0
1372,Kai Vora,1999-09-08,Male,Driver,1
1373,Dhruv Taneja,1995-11-30,Male,Painter,0
1374,Yatin Gole,2002-01-06,Male,Security Guard,1
1375,Maanav Hari,1960-08-27,Male,Unknown,1
1376,Advik Shroff,2003-02-09,Male,Private Employee,0
1377,Hemang Sachdeva,1988-09-21,Male,Driver,1
1378,Ojas Palla,1998-09-07,Male,Electrician,0
1379,Aashi Jaggi,2007-07-03,Female,Student,1
1380,Joshua Bir,1981-06-28,Male,Farmer,1
1381,Zehaan Naik,1960-12-18,Male,Unemployed,4
1382,Osha Om,1987-07-01,Female,Labourer,0
1383,Gagan Hari,1983-01-14,Male,Business,1
1384,Wriddhish Som,1962-12-19,Male,Private Employee,1
1385,Warda Dugal,2003-03-25,Female,Painter,1
1386,Gautami Shere,1988-09-18,Other,Unknown,10
1387,Mason Mutti,1998-04-30,Male,Shopkeeper,0
1388,Hemang Narula,1984-08-10,Male,Tailor,0
1389,Falan Mand,1962-09-01,Male,Vendor,6
1390,Riya Warrior,1971-11-04,Female,Auto Driver,1
1391,Girik Dada,1981-07-11,Male,Mason,1
1392,Amol Magar,1988-09-16,Male,Student,0
1393,Yuvraj Khanna,1985-10-31,Male,Vendor,0
1394,Matthew Kalita,1996-04-12,Male,Shopkeeper,3
1395,Gagan Choudhury,1986-01-05,Male,Shopkeeper,1
1396,Harrison Chanda,1990-09-30,Male,Shopkeeper,12
1397,Warhi Tella,1971-01-12,Female,Electrician,1
1398,Onkar Sule,1996-03-06,Male,Electrician,1
1399,Nihal Dhar,1967-03-27,Male,Auto Driver,0
1400,Harshil Bansal,1991-10-22,Male,Auto Driver,1
1401,Dalbir Agrawal,1981-09-16,Male,Tailor,0
1402,Chameli Nath,1992-04-26,Female,Unknown,1
1403,Charan Verma,2005-05-23,Male,Security Guard,0
1404,Advay Muni,2004-01-08,Male,Cook,1
1405,Naveen Iyer,1973-08-25,Male,Driver,0
1406,Lakshit Walia,1982-04-07,Male,Driver,1
1407,Daniel Mahajan,1970-09-16,Male,Private Employee,0
1408,Laksh Contractor,1961-08-02,Male,Cook,1
1409,Harshil Palla,1997-12-06,Male,Business,0
1410,Krishna Dhaliwal,2008-06-23,Male,Business,1
1411,Jason Garg,1965-05-24,Male,Security Guard,0
1412,Omkaar Zachariah,1990-09-26,Male,Business,0
1413,Dhruv Balakrishnan,1992-07-31,Male,Driver,3
1414,Damyanti Rajagopal,1964-03-17,Female,Daily Wage Worker,1
1415,Tanay Ramanathan,1972-09-22,Male,Daily Wage Worker,3
1416,Pranav Muni,1983-03-01,Male,Unknown,1
1417,Balveer Shroff,1999-03-09,Male,Student,0
1418,Chakradhar Sidhu,1967-03-02,Male,Cook,1
1419,Dayita Shroff,1992-07-26,Other,Shopkeeper,0
1420,Jasmit Dhawan,2002-07-13,Female,Painter,0
1421,Qabil Ramanathan,1973-01-09,Male,Student,1
1422,Nicholas Setty,1993-09-21,Male,Daily Wage Worker,0
1423,Bachittar Soman,1968-03-24,Male,Electrician,1
1424,Wriddhish Shenoy,1972-03-03,Male,Tailor,1
1425,Owen Datta,1995-02-11,Male,Shopkeeper,1
1426,Samaksh Chhabra,1982-09-21,Male,Electrician,1
1427,Nidhi Walia,1991-12-01,Female,Unemployed,10
1428,Samuel Khare,2002-10-18,Male,Painter,1
1429,Fariq Subramaniam,1986-08-31,Male,Daily Wage Worker,1
1430,Onkar Joshi,2007-10-11,Male,Mason,0
1431,Teerth Oommen,1997-08-08,Male,Unknown,1
1432,Gabriel Brahmbhatt,1999-08-15,Male,Student,0
1433,Dakshesh Sheth,1982-09-09,Male,Driver,3
1434,Tristan Goda,1981-07-05,Male,Electrician,1
1435,Bakhshi Chopra,2007-03-13,Male,Unemployed,3
1436,Nihal Talwar,2004-06-09,Male,Mechanic,0
1437,Chakradev Kalla,1969-12-31,Male,Farmer,11
1438,Ethan Dixit,1991-05-16,Male,Unknown,0
1439,Saumya Sekhon,1973-11-11,Female,Student,1
1440,Nathan Mistry,1999-05-10,Male,Driver,1
1441,Teerth Padmanabhan,1966-08-16,Male,Private Employee,0
1442,Saksham Datta,1980-07-25,Male,Unemployed,1
1443,Kala Bera,1960-08-08,Other,Daily Wage Worker,1
1444,Christopher Manda,1962-09-02,Male,Driver,0
1445,Tarak Ramesh,2003-02-03,Male,Student,0
1446,Rayaan Ravi,1986-07-06,Male,Painter,0
1447,Jagvi Ghose,1992-11-10,Female,Daily Wage Worker,3
1448,Girindra Rajagopalan,1985-01-24,Male,Daily Wage Worker,0
1449,Ganga Mani,2006-02-22,Female,Shopkeeper,0
1450,Ekani Apte,1965-06-06,Female,Mason,1
1451,Eshana Sur,2005-04-26,Female,Unknown,9
1452,Ekansh Chad,1969-11-19,Male,Mason,0
1453,Vedant Sandal,2002-12-16,Male,Labourer,1
1454,Utkarsh Upadhyay,1989-05-29,Male,Tailor,1
1455,Rehaan Pant,1975-11-28,Male,Business,0
1456,Simon Amble,1999-11-16,Male,Private Employee,9
