ID,Station_ID,FIR_Number,Date,Crime_Group,Crime_Subgroup,Latitude,Longitude,Narrative,Status
2301,25,0009/2025,2025-11-01,Arms Act Violations,IPC 25 Arms Act,13.256742,77.526305,"The complainant Naksh Kadakia stated that on 01-11-2025 around 13:00 hrs, while at Nehru Road, Anekal, Forum Sabharwal along with 4 unknown accomplices brandished an unlicensed weapon. Local witnesses identified the suspect. FIR filed under Section 25 Arms Act IPC.",Convicted
2302,160,0005/2026,2026-02-28,Murder,IPC 302,11.836483,76.921444,"The complainant Ati Goda stated that on 28-02-2026 around 22:45 hrs, while at Gandhi Nagar, Yelandur, Henry Amble along with 3 unknown accomplices stabbed the victim. Local witnesses identified the suspect. FIR filed under Section 302 IPC.",Under Investigation
2303,196,0003/2024,2024-08-21,Kidnapping & Abduction,IPC 363,16.300846,75.632195,"On 21-08-2024, at approximately 09:15 hrs, the complainant Yashasvi Sharma reported that Zaid Venkataraman committed kidnapping & abduction near Bus Stand, Jamkhandi. The accused was armed with a wooden stick (lathi). The accused fled towards towards the bus stand on a scooter. Case registered under IPC Section 363.",Closed
2304,193,0003/2026,2026-01-27,Assault,IPC 323,16.172278,75.710255,"The complainant Amara Tara stated that on 27-01-2026 around 01:00 hrs, while at Nehru Road, Bagalkot Rural, Karan Ghosh along with 5 unknown accomplices assaulted the victim. Local witnesses identified the suspect. FIR filed under Section 323 IPC.",Under Investigation
2305,27,0006/2025,2025-10-25,Kidnapping & Abduction,IPC 363,13.326898,77.643164,"The complainant Isaiah Tank stated that on 25-10-2025 around 12:30 hrs, while at Agricultural Market Yard, Bidadi, Faris Pillay along with 5 unknown accomplices kidnapped the minor. Local witnesses identified the suspect. FIR filed under Section 363 IPC.",Under Investigation
2306,46,0002/2024,2024-08-27,Burglary,IPC 457,15.279348,75.151664,"The complainant Nihal Bakshi stated that on 27-08-2024 around 16:00 hrs, while at Commercial Street, Gokul Road, Mitali Warrior along with 3 unknown accomplices broke into the residence. Local witnesses identified the suspect. FIR filed under Section 457 IPC.",Chargesheeted
2307,4,0002/2024,2024-09-10,Burglary,IPC 457,12.890303,77.619533,"An incident of burglary was reported on 10-09-2024 at Agricultural Market Yard, Whitefield. The victim Harita Divan sustained minor injuries. Advik Mody is identified as the primary suspect. The matter is being investigated under IPC Section 457. Forensic team dispatched to the scene.",Convicted
2308,170,0002/2026,2026-05-16,Motor Vehicle Theft,IPC 379 r/w 411,12.406797,75.675999,"The complainant Sai Shere stated that on 16-05-2026 around 02:00 hrs, while at MG Road, Kushalnagar, Krishna Dhaliwal along with 2 unknown accomplices committed theft of a car. The accused was armed with an iron rod. Local witnesses identified the suspect. FIR filed under Section 379 r/w 411 IPC.",Acquitted
2309,63,0006/2025,2025-11-19,Rioting,IPC 147,17.306613,76.798993,"On 19-11-2025, Kevin Sani approached the station to report that Atharv Date caused public disturbance near Old Town, Chincholi at approximately 02:15 hrs. The accused was armed with an iron rod. Investigation revealed prior criminal history of the accused. Case booked under Section 147.",Under Investigation
2310,159,0004/2024,2024-11-22,Theft,IPC 379,11.905066,76.91935,"On 22-11-2024, at approximately 20:00 hrs, the complainant Ekiya Ray reported that Siddharth Chana committed theft near Agricultural Market Yard, Kollegal. The accused was armed with a sharp-edged weapon (knife). The accused fled towards northeast on foot. Case registered under IPC Section 379.",Closed
2311,203,0006/2025,2025-10-13,Sexual Offences,IPC 376,17.870877,77.621757,"The complainant Robert Sidhu stated that on 13-10-2025 around 15:15 hrs, while at Gandhi Nagar, Basavakalyan, Rudra Ghose along with 4 unknown accomplices committed sexual assault. The accused was armed with a sharp-edged weapon (knife). Local witnesses identified the suspect. FIR filed under Section 376 IPC.",Closed
2312,121,0008/2025,2025-04-01,Assault,IPC 323,13.429794,75.8883,"On 01-04-2025, at approximately 11:15 hrs, the complainant Isaac Mallick reported that Rohan Mistry committed assault near College Road, Kadur. The accused was armed with a wooden stick (lathi). The accused fled towards west on a blue Tata Indica. Case registered under IPC Section 323.",Closed
2313,60,0010/2025,2025-03-01,Robbery,IPC 392,17.364284,76.833814,"On 01-03-2025, at approximately 18:30 hrs, the complainant Chakradhar Parikh reported that Nirja Ramesh committed robbery near Old Town, Kalaburagi Rural. The accused was armed with bare hands. The accused fled towards south on a scooter. Case registered under IPC Section 392.",Closed
2314,61,0007/2025,2025-05-13,Burglary,IPC 457,17.408325,76.908393,"On 13-05-2025, at approximately 00:45 hrs, the complainant Reva Yadav reported that Warda Dugal committed burglary near Commercial Street, Aland. The accused was armed with a wooden stick (lathi). The accused fled towards west on foot. Case registered under IPC Section 457.",Chargesheeted
2315,146,0003/2025,2025-12-18,Theft,IPC 379,13.046564,78.063388,"The complainant Aryan Pillai stated that on 18-12-2025 around 13:45 hrs, while at Bypass Road, Kolar City, Warinder Dewan along with 2 unknown accomplices committed theft of a two-wheeler. The accused was armed with no weapon (verbal threat). Local witnesses identified the suspect. FIR filed under Section 379 IPC.",Under Investigation
2316,15,0004/2026,2026-06-06,Assault,IPC 323,13.004848,77.501161,"On 06-06-2026, Zilmil Bath approached the station to report that Elijah Wali caused hurt by punching near Nehru Road, Peenya at approximately 03:30 hrs. Investigation revealed prior criminal history of the accused. Case booked under Section 323.",Chargesheeted
2317,91,0003/2026,2026-04-11,Rioting,IPC 147,16.222154,77.286149,"Received complaint from Aryan Doshi regarding an incident on 11-04-2026. The accused Christopher Mall allegedly participated in an unlawful assembly at Railway Station Road, Devadurga during 13:15 hrs. The accused was armed with a country-made firearm. The accused was later identified through CCTV footage from nearby petrol bunk. Charges framed under IPC 147.",Under Investigation
2318,170,0004/2025,2025-03-17,Narcotics (NDPS Act),IPC 21(b) NDPS,12.413101,75.650628,"Received complaint from Pranav Dave regarding an incident on 17-03-2025. The accused Rachit Bhatt allegedly was caught selling narcotic substances at Old Town, Kushalnagar during 23:30 hrs. The accused was armed with a machete. The accused was later identified through CCTV footage from nearby ATM. Charges framed under IPC 21(b) NDPS.",Under Investigation
2319,188,0001/2026,2026-02-10,Burglary,IPC 457,15.281492,76.097309,"An incident of burglary was reported on 10-02-2026 at Old Town, Koppal Rural. The victim Dayamai Grewal sustained minor injuries. Upkaar Pandey is identified as the primary suspect. The matter is being investigated under IPC Section 457. Forensic team dispatched to the scene.",Convicted
2320,90,0002/2024,2024-12-13,Cheating & Fraud,IPC 420,16.278855,77.316938,"On 13-12-2024, Ubika Hayer approached the station to report that Vivaan Tara committed online fraud near Court Complex Area, Sindhanur at approximately 10:00 hrs. The accused was armed with a sharp-edged weapon (knife). Investigation revealed prior criminal history of the accused. Case booked under Section 420.",Convicted
2321,80,0004/2025,2025-09-21,Theft,IPC 379,13.893607,75.566425,"On 21-09-2025, Pavani Bala approached the station to report that Nakul Anand stole a mobile phone near Nehru Road, Shivamogga City at approximately 21:15 hrs. The accused was armed with acid. Investigation revealed prior criminal history of the accused. Case booked under Section 379.",Chargesheeted
2322,81,0005/2025,2025-03-15,Dacoity,IPC 395,13.899203,75.574565,"An incident of dacoity was reported on 15-03-2025 at Main Circle, Shivamogga Rural. The victim Utkarsh Dasgupta sustained minor injuries. Guneet Bawa is identified as the primary suspect. The accused was armed with a glass bottle. The matter is being investigated under IPC Section 395. Forensic team dispatched to the scene.",Convicted
2323,189,0003/2024,2024-12-28,Robbery,IPC 392,15.428294,76.054161,"Received complaint from Mitali Wadhwa regarding an incident on 28-12-2024. The accused Vihaan Mallick allegedly robbed gold ornaments from the victim at Industrial Area, Gangavathi during 09:00 hrs. The accused was armed with bare hands. The accused was later identified through CCTV footage from nearby ATM. Charges framed under IPC 392.",Acquitted
2324,139,0002/2024,2024-07-31,Cheating & Fraud,IPC 420,12.554147,76.935187,"Received complaint from Warda Gala regarding an incident on 31-07-2024. The accused Oni Buch allegedly cheated the victim of Rs. 9,000 at MG Road, Mandya City during 11:30 hrs. The accused was armed with bare hands. The accused was later identified through CCTV footage from nearby petrol bunk. Charges framed under IPC 420.",Closed
2325,177,0005/2025,2025-02-02,Robbery,IPC 392,14.798061,75.384782,"Received complaint from Rushil Dara regarding an incident on 02-02-2025. The accused Tristan Goda allegedly snatched the mobile phone at Main Circle, Ranebennur during 13:30 hrs. The accused was armed with a wooden stick (lathi). The accused was later identified through CCTV footage from nearby shop. Charges framed under IPC 392.",Closed
2326,88,0005/2026,2026-07-01,Theft,IPC 379,16.225391,77.34429,"An incident of theft was reported on 01-07-2026 at Bypass Road, Raichur Rural. The victim Kritika Pal sustained grievous injuries. Wyatt Shroff is identified as the primary suspect. The accused was armed with no weapon (verbal threat). The matter is being investigated under IPC Section 379. Forensic team dispatched to the scene.",Chargesheeted
2327,163,0002/2024,2024-07-27,Cybercrime,IPC 66C IT Act,13.526775,77.764375,"The complainant Mitesh Vasa stated that on 27-07-2024 around 03:45 hrs, while at Bus Stand, Gauribidanur, Frado Rai along with 3 unknown accomplices committed online impersonation. The accused was armed with a sharp-edged weapon (knife). Local witnesses identified the suspect. FIR filed under Section 66C IT Act IPC.",Under Investigation
2328,114,0003/2025,2025-06-10,Assault,IPC 323,14.802189,74.686458,"On 10-06-2025, at approximately 14:45 hrs, the complainant Patrick Bala reported that Kalpit Cheema committed assault near Temple Street, Kumta. The accused was armed with bare hands. The accused fled towards east on foot. Case registered under IPC Section 323.",Chargesheeted
2329,50,0009/2025,2025-02-21,Dowry Death,IPC 304B,15.762617,74.466718,"On 21-02-2025, at approximately 14:00 hrs, the complainant Vedhika Koshy reported that Sanya Deo committed dowry death near Lake View Area, Belagavi City. The accused fled towards northeast on an auto-rickshaw. Case registered under IPC Section 304B.",Closed
2330,59,0004/2025,2025-01-08,Cybercrime,IPC 66C IT Act,17.351679,76.764099,"An incident of cybercrime was reported on 08-01-2025 at Station Road, Kalaburagi City. The victim Joshua Prakash sustained minor injuries. Meera Swamy is identified as the primary suspect. The accused was armed with acid. The matter is being investigated under IPC Section 66C IT Act. Forensic team dispatched to the scene.",Under Investigation
2331,202,0006/2025,2025-05-17,Kidnapping & Abduction,IPC 363,17.890691,77.623706,"Received complaint from Tanay Keer regarding an incident on 17-05-2025. The accused Januja Merchant allegedly abducted the victim at Industrial Area, Aurad during 15:45 hrs. The accused was armed with bare hands. The accused was later identified through CCTV footage from nearby apartment complex. Charges framed under IPC 363.",Convicted
2332,62,0006/2025,2025-07-12,Burglary,IPC 457,17.298177,76.798244,"Received complaint from Omkaar Dora regarding an incident on 12-07-2025. The accused Raghav Chakraborty allegedly entered the shop by breaking the lock at College Road, Afzalpur during 02:30 hrs. The accused was armed with a sharp-edged weapon (knife). The accused was later identified through CCTV footage from nearby petrol bunk. Charges framed under IPC 457.",Chargesheeted
2333,72,0011/2025,2025-01-16,Sexual Offences,IPC 376,13.306809,77.066969,"An incident of sexual offences was reported on 16-01-2025 at Bypass Road, Tumakuru City. The victim Utkarsh Gupta sustained grievous injuries. Aradhana Chaudhary is identified as the primary suspect. The matter is being investigated under IPC Section 376. Forensic team dispatched to the scene.",Closed
2334,68,0002/2026,2026-05-28,Murder,IPC 302,15.258045,76.877063,"The complainant Aarav Mani stated that on 28-05-2026 around 10:00 hrs, while at Station Road, Hospet, Atharv Mitra along with 4 unknown accomplices caused the death of the victim by assault. The accused was armed with a machete. Local witnesses identified the suspect. FIR filed under Section 302 IPC.",Convicted
2335,80,0005/2024,2024-11-01,Rioting,IPC 147,13.871424,75.576883,"On 01-11-2024, at approximately 13:45 hrs, the complainant Urvi Kapadia reported that Charles Brahmbhatt committed rioting near College Road, Shivamogga City. The accused fled towards north on a white Maruti car. Case registered under IPC Section 147.",Convicted
2336,147,0002/2024,2024-11-04,Kidnapping & Abduction,IPC 363,13.21293,78.104661,"On 04-11-2024, at approximately 14:45 hrs, the complainant Umang Dayal reported that Vivaan Zachariah committed kidnapping & abduction near Court Complex Area, Kolar Rural. The accused was armed with acid. The accused fled towards east on a motorcycle. Case registered under IPC Section 363.",Under Investigation
2337,167,0002/2026,2026-06-19,Burglary,IPC 457,12.322189,75.646722,"An incident of burglary was reported on 19-06-2026 at Ring Road, Madikeri. The victim Pallavi Sane sustained fatal injuries. Azaan Dhar is identified as the primary suspect. The accused was armed with a sharp-edged weapon (knife). The matter is being investigated under IPC Section 457. Forensic team dispatched to the scene.",Acquitted
2338,118,0003/2026,2026-07-05,Motor Vehicle Theft,IPC 379 r/w 411,14.589483,74.766127,"Received complaint from Yashica Palla regarding an incident on 05-07-2026. The accused Om Tripathi allegedly stole a parked motorcycle at Hospital Road, Dandeli during 13:45 hrs. The accused was armed with a machete. The accused was later identified through CCTV footage from nearby bank branch. Charges framed under IPC 379 r/w 411.",Chargesheeted
2339,25,0004/2026,2026-06-05,Sexual Offences,IPC 376,13.270715,77.518791,"An incident of sexual offences was reported on 05-06-2026 at New Extension, Anekal. The victim Upasna Ranganathan sustained moderate injuries. Owen Halder is identified as the primary suspect. The matter is being investigated under IPC Section 376. Forensic team dispatched to the scene.",Acquitted
2340,122,0005/2025,2025-02-15,Burglary,IPC 457,13.385728,75.716146,"On 15-02-2025, Chandran Sharaf approached the station to report that Karan Virk broke into the residence near Court Complex Area, Tarikere at approximately 20:00 hrs. The accused was armed with a wooden stick (lathi). Investigation revealed prior criminal history of the accused. Case booked under Section 457.",Closed
2341,14,0007/2024,2024-07-26,Kidnapping & Abduction,IPC 363,12.910631,77.597995,"Received complaint from Yasti Grover regarding an incident on 26-07-2024. The accused Yuvraj Mann allegedly kidnapped the minor at Old Town, Hebbal during 00:45 hrs. The accused was armed with a wooden stick (lathi). The accused was later identified through CCTV footage from nearby medical store. Charges framed under IPC 363.",Under Investigation
2342,198,0004/2025,2025-04-02,Sexual Offences,IPC 376,16.14639,75.758218,"On 02-04-2025, at approximately 15:00 hrs, the complainant Widisha Dara reported that Nilima Patil committed sexual offences near Temple Street, Hunagund. The accused was armed with a country-made firearm. The accused fled towards northeast on an auto-rickshaw. Case registered under IPC Section 376.",Chargesheeted
2343,176,0007/2025,2025-03-15,Dowry Death,IPC 304B,14.79788,75.439854,"On 15-03-2025, Ryan Raj approached the station to report that Finn Kala harassed the victim for dowry near Nehru Road, Haveri Rural at approximately 06:00 hrs. Investigation revealed prior criminal history of the accused. Case booked under Section 304B.",Under Investigation
2344,68,0003/2024,2024-09-24,Burglary,IPC 457,15.204387,76.874896,"On 24-09-2024, Hardik Atwal approached the station to report that Yamini Pandey committed house-breaking at night near New Extension, Hospet at approximately 23:15 hrs. The accused was armed with a country-made firearm. Investigation revealed prior criminal history of the accused. Case booked under Section 457.",Chargesheeted
2345,24,0006/2025,2025-07-23,Attempt to Murder,IPC 307,13.156725,77.564536,"On 23-07-2025, at approximately 17:45 hrs, the complainant Jeet Dugal reported that Aradhana Chaudhary committed attempt to murder near College Road, Nelamangala. The accused fled towards towards the highway on a bicycle. Case registered under IPC Section 307.",Acquitted
2346,122,0006/2025,2025-09-26,Dacoity,IPC 395,13.412967,75.731832,"Received complaint from Harish Pandya regarding an incident on 26-09-2025. The accused Timothy Sharaf allegedly looted the premises with a group at Nehru Road, Tarikere during 03:45 hrs. The accused was later identified through CCTV footage from nearby medical store. Charges framed under IPC 395.",Chargesheeted
2347,90,0005/2025,2025-05-23,Burglary,IPC 457,16.311649,77.2623,"An incident of burglary was reported on 23-05-2025 at Station Road, Sindhanur. The victim Qadim Chakraborty sustained fatal injuries. Aryan Zachariah is identified as the primary suspect. The accused was armed with a machete. The matter is being investigated under IPC Section 457. Forensic team dispatched to the scene.",Closed
2348,134,0008/2025,2025-10-03,Cheating & Fraud,IPC 420,14.286118,76.399256,"An incident of cheating & fraud was reported on 03-10-2025 at Nehru Road, Chitradurga Rural. The victim Radhika Lala sustained moderate injuries. Lucky Kale is identified as the primary suspect. The accused was armed with a country-made firearm. The matter is being investigated under IPC Section 420. Forensic team dispatched to the scene.",Under Investigation
2349,51,0002/2026,2026-06-04,Counterfeiting,IPC 489A,15.76618,74.499236,"The complainant Neha Sridhar stated that on 04-06-2026 around 13:00 hrs, while at Commercial Street, Belagavi Rural, Chandresh Lalla along with 5 unknown accomplices manufactured spurious currency. The accused was armed with a machete. Local witnesses identified the suspect. FIR filed under Section 489A IPC.",Chargesheeted
2350,68,0003/2025,2025-12-05,Cybercrime,IPC 66C IT Act,15.235304,76.887095,"The complainant Ekta Savant stated that on 05-12-2025 around 22:00 hrs, while at Nehru Road, Hospet, Atharv Gour along with 5 unknown accomplices hacked the victim's bank account. The accused was armed with bare hands. Local witnesses identified the suspect. FIR filed under Section 66C IT Act IPC.",Chargesheeted
2351,188,0005/2025,2025-04-11,Burglary,IPC 457,15.311022,76.148939,"Received complaint from Karan Dhillon regarding an incident on 11-04-2025. The accused Jeremiah Apte allegedly entered the shop by breaking the lock at Industrial Area, Koppal Rural during 00:15 hrs. The accused was armed with a sharp-edged weapon (knife). The accused was later identified through CCTV footage from nearby traffic signal. Charges framed under IPC 457.",Chargesheeted
2352,105,0009/2025,2025-03-12,Cheating & Fraud,IPC 420,12.892289,76.076563,"On 12-03-2025, Tarak Dua approached the station to report that Karan Chaudry cheated the victim of Rs. 40,000 near College Road, Hassan City at approximately 03:15 hrs. The accused was armed with acid. Investigation revealed prior criminal history of the accused. Case booked under Section 420.",Under Investigation
2353,25,0005/2026,2026-06-27,SC/ST Atrocities,IPC 3(1)(r) SC/ST Act,13.261651,77.507185,"The complainant Neel Trivedi stated that on 27-06-2026 around 22:15 hrs, while at Bus Stand, Anekal, Tanay Ramanathan along with 3 unknown accomplices denied access based on caste. Local witnesses identified the suspect. FIR filed under Section 3(1)(r) SC/ST Act IPC.",Under Investigation
2354,164,0008/2025,2025-01-27,SC/ST Atrocities,IPC 3(1)(r) SC/ST Act,13.411826,77.714489,"The complainant Hitesh Master stated that on 27-01-2025 around 23:45 hrs, while at Nehru Road, Sidlaghatta, Ekaja Mani along with 2 unknown accomplices used casteist slurs against the victim. The accused was armed with a machete. Local witnesses identified the suspect. FIR filed under Section 3(1)(r) SC/ST Act IPC.",Chargesheeted
2355,175,0010/2025,2025-09-03,Cybercrime,IPC 66C IT Act,14.799442,75.410865,"On 03-09-2025, at approximately 22:30 hrs, the complainant Mitesh Pal reported that Yatin Walia committed cybercrime near Nehru Road, Haveri City. The accused was armed with an iron rod. The accused fled towards south on foot. Case registered under IPC Section 66C IT Act.",Chargesheeted
2356,44,0004/2025,2025-09-10,Burglary,IPC 457,15.364402,75.186425,"On 10-09-2025, Qarin Gokhale approached the station to report that Rehaan Sengupta committed house-breaking at night near Commercial Street, Hubballi Old at approximately 16:15 hrs. Investigation revealed prior criminal history of the accused. Case booked under Section 457.",Convicted
2357,28,0005/2024,2024-08-23,Cybercrime,IPC 66C IT Act,12.274704,76.741646,"On 23-08-2024, Nidhi Bhandari approached the station to report that Sai Biswas sent phishing links to defraud the victim near College Road, Nazarbad at approximately 13:30 hrs. Investigation revealed prior criminal history of the accused. Case booked under Section 66C IT Act.",Acquitted
2358,124,0003/2026,2026-01-23,Robbery,IPC 392,13.325834,75.858182,"On 23-01-2026, at approximately 16:45 hrs, the complainant Qadim Nazareth reported that Forum Sabharwal committed robbery near Railway Station Road, Koppa. The accused was armed with an iron rod. The accused fled towards south on a blue Tata Indica. Case registered under IPC Section 392.",Acquitted
2359,69,0009/2025,2025-08-18,Assault,IPC 323,15.123108,76.919926,"On 18-08-2025, Kamya Bawa approached the station to report that Dalbir Khosla caused hurt by punching near Old Town, Sandur at approximately 21:30 hrs. Investigation revealed prior criminal history of the accused. Case booked under Section 323.",Convicted
2360,29,0002/2026,2026-06-24,Burglary,IPC 457,12.210944,76.594866,"Received complaint from Xavier Srinivas regarding an incident on 24-06-2026. The accused Ikbal Kaul allegedly entered the shop by breaking the lock at Station Road, Devaraja during 05:00 hrs. The accused was later identified through CCTV footage from nearby traffic signal. Charges framed under IPC 457.",Chargesheeted
2361,129,0003/2026,2026-01-22,Cybercrime,IPC 66C IT Act,13.385496,74.806471,"Received complaint from Ekalinga Contractor regarding an incident on 22-01-2026. The accused Henry Bumb allegedly committed online impersonation at Market Area, Karkala during 14:45 hrs. The accused was later identified through CCTV footage from nearby jewellery shop. Charges framed under IPC 66C IT Act.",Acquitted
2362,103,0005/2025,2025-01-21,Criminal Breach of Trust,IPC 406,14.462816,75.797346,"On 21-01-2025, Anita Ranganathan approached the station to report that Mason Tripathi misappropriated funds near Market Area, Channagiri at approximately 21:30 hrs. The accused was armed with no weapon (verbal threat). Investigation revealed prior criminal history of the accused. Case booked under Section 406.",Closed
2363,71,0002/2025,2025-09-07,Cheating & Fraud,IPC 420,15.203461,76.854346,"On 07-09-2025, at approximately 08:15 hrs, the complainant Anya Cheema reported that Aarush Prakash committed cheating & fraud near New Extension, Kudligi. The accused was armed with acid. The accused fled towards towards the railway station on a white Maruti car. Case registered under IPC Section 420.",Chargesheeted
2364,77,0006/2025,2025-01-03,Robbery,IPC 392,13.244637,77.150508,"An incident of robbery was reported on 03-01-2025 at Gandhi Nagar, Madhugiri. The victim Abeer Sunder sustained grievous injuries. Anmol Kota is identified as the primary suspect. The matter is being investigated under IPC Section 392. Forensic team dispatched to the scene.",Chargesheeted
2365,125,0005/2025,2025-02-22,Theft,IPC 379,13.394864,75.867278,"On 22-02-2025, at approximately 17:15 hrs, the complainant Veer Mody reported that Rajata Issac committed theft near Hospital Road, Sringeri. The accused fled towards towards the railway station on foot. Case registered under IPC Section 379.",Under Investigation
2366,77,0008/2026,2026-05-16,Motor Vehicle Theft,IPC 379 r/w 411,13.285596,77.141989,"On 16-05-2026, Ekiya Dixit approached the station to report that Nathan Mistry committed theft of a car near Agricultural Market Yard, Madhugiri at approximately 15:15 hrs. Investigation revealed prior criminal history of the accused. Case booked under Section 379 r/w 411.",Acquitted
2367,162,0004/2026,2026-03-20,Assault,IPC 323,13.494369,77.708795,"The complainant Ekbal Kannan stated that on 20-03-2026 around 07:00 hrs, while at Ring Road, Chintamani, Hredhaan Varkey along with 4 unknown accomplices assaulted the victim. Local witnesses identified the suspect. FIR filed under Section 323 IPC.",Chargesheeted
2368,4,0006/2025,2025-02-04,Theft,IPC 379,12.867918,77.697109,"On 04-02-2025, at approximately 03:00 hrs, the complainant Owen Rattan reported that Dev Venkatesh committed theft near Nehru Road, Whitefield. The accused was armed with a sickle. The accused fled towards towards the railway station on a motorcycle. Case registered under IPC Section 379.",Convicted
2369,7,0008/2024,2024-07-28,Theft,IPC 379,12.996892,77.549861,"The complainant Yashoda Mangat stated that on 28-07-2024 around 19:30 hrs, while at Bus Stand, Basavanagudi, Bachittar Dani along with 4 unknown accomplices pilfered cash from the counter. Local witnesses identified the suspect. FIR filed under Section 379 IPC.",Chargesheeted
2370,74,0002/2026,2026-04-12,Theft,IPC 379,13.333929,77.118011,"Received complaint from Veer Solanki regarding an incident on 12-04-2026. The accused Pranav Gade allegedly stole valuables from the residence at Nehru Road, Tiptur during 15:30 hrs. The accused was armed with a sickle. The accused was later identified through CCTV footage from nearby ATM. Charges framed under IPC 379.",Closed
2371,55,0010/2025,2025-07-07,Robbery,IPC 392,15.82149,74.406061,"On 07-07-2025, Libni Bhatnagar approached the station to report that Chandresh Tailor looted cash at knife-point near Bypass Road, Ramdurg at approximately 12:00 hrs. The accused was armed with a sharp-edged weapon (knife). Investigation revealed prior criminal history of the accused. Case booked under Section 392.",Under Investigation
2372,135,0003/2026,2026-01-14,Assault,IPC 323,14.221801,76.399368,"On 14-01-2026, at approximately 03:45 hrs, the complainant Aradhana Soni reported that Krishna Patil committed assault near Market Area, Challakere. The accused was armed with acid. The accused fled towards towards the highway on a white Maruti car. Case registered under IPC Section 323.",Chargesheeted
2373,53,0002/2024,2024-08-12,Assault,IPC 323,15.961619,74.488688,"The complainant Janaki Nagar stated that on 12-08-2024 around 12:45 hrs, while at Court Complex Area, Athani, Naksh Vaidya along with 4 unknown accomplices caused hurt by punching. The accused was armed with bare hands. Local witnesses identified the suspect. FIR filed under Section 323 IPC.",Closed
2374,17,0005/2026,2026-06-22,Motor Vehicle Theft,IPC 379 r/w 411,12.898362,77.689995,"An incident of motor vehicle theft was reported on 22-06-2026 at Old Town, Mahadevapura. The victim Elijah Ghosh sustained moderate injuries. Ishita Buch is identified as the primary suspect. The accused was armed with a sickle. The matter is being investigated under IPC Section 379 r/w 411. Forensic team dispatched to the scene.",Chargesheeted
2375,67,0010/2025,2025-12-04,Assault,IPC 323,15.032149,76.870148,"The complainant Jyoti Chadha stated that on 04-12-2025 around 20:30 hrs, while at Agricultural Market Yard, Ballari Rural, Jackson Bora along with 5 unknown accomplices assaulted the victim. The accused was armed with a machete. Local witnesses identified the suspect. FIR filed under Section 323 IPC.",Closed
2376,39,0001/2026,2026-03-29,Cheating & Fraud,IPC 420,12.954766,74.752778,"On 29-03-2026, at approximately 16:00 hrs, the complainant Amrita Bora reported that Henry Ganguly committed cheating & fraud near Ring Road, Bantwal. The accused was armed with a glass bottle. The accused fled towards south on a bicycle. Case registered under IPC Section 420.",Acquitted
2377,82,0002/2026,2026-02-01,Theft,IPC 379,13.955636,75.598697,"An incident of theft was reported on 01-02-2026 at Railway Station Road, Bhadravathi. The victim Hema Narayan sustained moderate injuries. Girish Hans is identified as the primary suspect. The accused was armed with bare hands. The matter is being investigated under IPC Section 379. Forensic team dispatched to the scene.",Closed
2378,33,0009/2025,2025-12-02,Sexual Offences,IPC 376,12.255738,76.653593,"The complainant Anita Badal stated that on 02-12-2025 around 09:30 hrs, while at Hospital Road, Nanjangud, William Barad along with 2 unknown accomplices outraged the modesty of the victim. The accused was armed with no weapon (verbal threat). Local witnesses identified the suspect. FIR filed under Section 376 IPC.",Acquitted
2379,117,0004/2026,2026-06-26,Cybercrime,IPC 66C IT Act,14.701329,74.667333,"On 26-06-2026, Keya Kakar approached the station to report that Jonathan Arora sent phishing links to defraud the victim near Temple Street, Bhatkal at approximately 01:45 hrs. The accused was armed with no weapon (verbal threat). Investigation revealed prior criminal history of the accused. Case booked under Section 66C IT Act.",Acquitted
2380,25,0010/2025,2025-11-13,Theft,IPC 379,13.216708,77.515985,"On 13-11-2025, Shravya Taneja approached the station to report that Chandresh Sawhney pilfered cash from the counter near Commercial Street, Anekal at approximately 16:15 hrs. The accused was armed with acid. Investigation revealed prior criminal history of the accused. Case booked under Section 379.",Under Investigation
2381,91,0008/2025,2025-03-31,Theft,IPC 379,16.213101,77.319391,"On 31-03-2025, Qasim Bhasin approached the station to report that Matthew Sheth stole valuables from the residence near Main Circle, Devadurga at approximately 18:15 hrs. The accused was armed with a glass bottle. Investigation revealed prior criminal history of the accused. Case booked under Section 379.",Chargesheeted
2382,194,0006/2026,2026-07-07,Assault,IPC 323,16.112755,75.647924,"On 07-07-2026, Aadi Devan approached the station to report that Victor Goyal caused hurt by punching near Main Circle, Badami at approximately 14:00 hrs. The accused was armed with a sickle. Investigation revealed prior criminal history of the accused. Case booked under Section 323.",Acquitted
2383,8,0013/2025,2025-12-29,Murder,IPC 302,12.87308,77.514499,"An incident of murder was reported on 29-12-2025 at Old Town, Yeshwanthpur. The victim Zehaan Ganguly sustained moderate injuries. Xalak Agarwal is identified as the primary suspect. The accused was armed with bare hands. The matter is being investigated under IPC Section 302. Forensic team dispatched to the scene.",Closed
2384,22,0004/2025,2025-01-26,Attempt to Murder,IPC 307,13.135438,77.671676,"On 26-01-2025, Nathan Aurora approached the station to report that Amol Minhas struck the victim on the head near Agricultural Market Yard, Doddaballapur at approximately 16:45 hrs. The accused was armed with a machete. Investigation revealed prior criminal history of the accused. Case booked under Section 307.",Convicted
2385,120,0003/2026,2026-05-05,Sexual Offences,IPC 376,13.326434,75.679801,"On 05-05-2026, at approximately 01:30 hrs, the complainant Watika Char reported that Warjas Ramachandran committed sexual offences near Agricultural Market Yard, Chikkamagaluru City. The accused was armed with a wooden stick (lathi). The accused fled towards north on a bicycle. Case registered under IPC Section 376.",Under Investigation
